From Town Name,To Town Name,Distance (m),Time (sec) 
Seconsett Island,Salem city,143302,7798
Seconsett Island,Salisbury,212303,8737
Seconsett Island,Sandwich,25395,1807
Seconsett Island,Saugus,132912,6350
Seconsett Island,Scituate,85294,4528
Seconsett Island,Seabrook,4228,465
Seconsett Island,Sharon,108710,4522
Seconsett Island,Shelburne Falls,302750,11240
Seconsett Island,Shirley,176005,7167
Seconsett Island,Siasconset,84769,11035
Seconsett Island,Smith Mills,74768,3478
Seconsett Island,Somerset,94289,4196
Seconsett Island,Somerville city,121711,5949
Seconsett Island,South Amherst,243422,9576
Seconsett Island,South Ashburnham,199361,7994
Seconsett Island,South Deerfield,275781,10285
Seconsett Island,South Dennis,43427,2633
Seconsett Island,South Duxbury,64755,3323
Seconsett Island,South Lancaster,165093,6567
Seconsett Island,South Yarmouth,39219,2513
Seconsett Island,Southbridge Town city,187602,7619
Seconsett Island,Southfield,90143,4457
Seconsett Island,Spencer,180199,7417
Seconsett Island,Springfield city,231855,8909
Seconsett Island,Stoneham,129452,6030
Seconsett Island,Sturbridge,187728,7222
Seconsett Island,Swampscott,136671,7216
Seconsett Island,Taunton city,78084,3746
Seconsett Island,Teaticket,11528,980
Seconsett Island,The Pinehills,43852,2579
Seconsett Island,Topsfield,184281,7600
Seconsett Island,Townsend,197203,8113
Seconsett Island,Turners Falls,251259,10269
Seconsett Island,Upton,137298,5416
Seconsett Island,Vineyard Haven,32915,4960
Seconsett Island,Wakefield,160329,6851
Seconsett Island,Walpole,112456,4581
Seconsett Island,Waltham city,137339,5809
Seconsett Island,Ware,221293,8541
Seconsett Island,Wareham Center,45780,2667
Seconsett Island,Warren,202018,8101
Seconsett Island,Watertown Town city,126277,6150
Seconsett Island,Webster,182262,6850
Seconsett Island,Wellesley,130125,5663
Seconsett Island,West Brookfield,196327,8272
Seconsett Island,West Chatham,57323,3468
Seconsett Island,West Concord,152119,6589
Seconsett Island,West Dennis,41198,2749
Seconsett Island,West Falmouth,15349,1234
Seconsett Island,West Springfield Town city,240267,9000
Seconsett Island,West Wareham,46389,2421
Seconsett Island,West Yarmouth,29955,2449
Seconsett Island,Westborough,147040,5761
Seconsett Island,Westfield city,246869,9268
Seconsett Island,Weweantic,46721,2788
Seconsett Island,Weymouth Town city,94043,4524
Seconsett Island,White Island Shores,42328,2268
Seconsett Island,Whitinsville,150529,5938
Seconsett Island,Wilbraham,219974,8440
Seconsett Island,Williamstown,359156,13576
Seconsett Island,Wilmington,164725,6882
Seconsett Island,Winchendon,210431,8487
Seconsett Island,Winchester,149652,6597
Seconsett Island,Winthrop Town city,124911,6208
Seconsett Island,Woburn city,152623,6421
Seconsett Island,Woods Hole,19562,1880
Seconsett Island,Worcester city,171093,6704
Seconsett Island,Yarmouth Port,38864,2505
Sharon,Abington,22767,2001
Sharon,Acushnet Center,73304,3107
Sharon,Adams,235866,9817
Sharon,Agawam Town city,161761,6148
Sharon,Amesbury Town city,114552,4736
Sharon,Amherst Center,159101,6685
Sharon,Andover,80148,3618
Sharon,Arlington,52524,2631
Sharon,Athol,132305,5835
Sharon,Attleboro city,28957,1391
Sharon,Ayer,79873,3907
Sharon,Baldwinville,122095,5386
Sharon,Barnstable Town city,110983,4291
Sharon,Barre,122566,5393
Sharon,Belchertown,143525,5714
Sharon,Bellingham,35446,1759
Sharon,Belmont,51126,2505
Sharon,Beverly city,88822,4021
Sharon,Blandford,180541,7012
Sharon,Bliss Corner,80785,3416
Sharon,Boston city,37926,2022
Sharon,Bourne,88148,3340
Sharon,Boxford,95050,4006
Sharon,Braintree Town city,27610,1437
Sharon,Brewster,140443,5527
Sharon,Bridgewater,28153,2125
Sharon,Brockton city,18189,1661
Sharon,Brookfield,108540,4817
Sharon,Brookline,34602,1988
Sharon,Burlington,54705,2715
Sharon,Buzzards Bay,85212,3191
Sharon,Cambridge city,56345,2942
Sharon,Chatham,144488,5950
Sharon,Chelsea city,47315,2632
Sharon,Cheshire,244572,9725
Sharon,Chester,193480,7622
Sharon,Chicopee city,149860,5688
Sharon,Clinton,83037,3553
Sharon,Cochituate,42453,2278
Sharon,Cordaville,55193,2442
Sharon,Danvers,82422,3574
Sharon,Dedham,21506,1126
Sharon,Deerfield,199900,7353
Sharon,Dennis,130123,5163
Sharon,Dennis Port,130973,5123
Sharon,Devens,82373,3943
Sharon,Dover,27901,1625
Sharon,Duxbury,61892,2823
Sharon,East Brookfield,107326,4649
Sharon,East Dennis,132351,5118
Sharon,East Douglas,64932,2652
Sharon,East Falmouth,109105,4360
Sharon,East Harwich,139123,5355
Sharon,East Pepperell,93682,4402
Sharon,East Sandwich,104011,4082
Sharon,Easthampton Town city,167370,6420
Sharon,Essex,99610,4347
Sharon,Everett city,47392,2887
Sharon,Fall River city,67840,2830
Sharon,Falmouth,107379,4166
Sharon,Fiskdale,104748,4121
Sharon,Fitchburg city,102607,4887
Sharon,Forestdale,103416,4043
Sharon,Foxborough,9742,824
Sharon,Framingham,50633,2519
Sharon,Franklin Town city,31801,1531
Sharon,Gardner city,112442,5067
Sharon,Gloucester city,104356,4440
Sharon,Granby,150923,5877
Sharon,Great Barrington,228362,8655
Sharon,Green Harbor-Cedar Crest,62351,2848
Sharon,Greenfield Town city,174009,7362
Sharon,Groton,101201,4142
Sharon,Hanson,52994,2823
Sharon,Harwich Center,135298,5194
Sharon,Harwich Port,138542,5476
Sharon,Hatfield,182172,6691
Sharon,Haverhill city,98439,4334
Sharon,Hingham,39574,2271
Sharon,Holbrook,18639,1719
Sharon,Holland,112946,4381
Sharon,Holyoke city,159127,6059
Sharon,Hopedale,43179,2195
Sharon,Hopkinton,47742,2096
Sharon,Housatonic,226544,8458
Sharon,Hudson,69224,2836
Sharon,Hull,50112,3201
Sharon,Huntington,183466,7163
Sharon,Ipswich,98663,4582
Sharon,Kingston,62943,2756
Sharon,Lawrence city,87771,3910
Sharon,Lee,210687,7622
Sharon,Lenox,217808,8124
Sharon,Leominster city,90781,4379
Sharon,Lexington,47403,2346
Sharon,Littleton Common,69768,3385
Sharon,Longmeadow,160167,6182
Sharon,Lowell city,73405,3519
Sharon,Lunenburg,94297,4489
Sharon,Lynn city,56241,3318
Sharon,Lynnfield,68973,3170
Sharon,Madaket,172439,13519
Sharon,Malden city,63981,3509
Sharon,Mansfield Center,16194,1023
Sharon,Marblehead,66931,4227
Sharon,Marion Center,79050,3175
Sharon,Marlborough city,64980,2686
Sharon,Marshfield,55566,2678
Sharon,Marshfield Hills,53879,2706
Sharon,Mashpee Neck,109888,4433
Sharon,Mattapoisett Center,85103,3253
Sharon,Maynard,56527,3132
Sharon,Medfield,16564,1304
Sharon,Medford city,56538,3082
Sharon,Melrose city,68879,3383
Sharon,Methuen Town city,88344,3713
Sharon,Middleborough Center,47674,1999
Sharon,Milford,44292,1921
Sharon,Millers Falls,161160,6600
Sharon,Millis-Clicquot,20667,1518
Sharon,Milton,21738,1351
Sharon,Monomoscoy Island,115216,4874
Sharon,Monson Center,123135,5064
Sharon,Monument Beach,88343,3352
Sharon,Nahant,62456,3770
Sharon,Nantucket,165835,13203
Sharon,Needham,25990,1469
Sharon,New Bedford city,74090,2999
Sharon,New Seabury,113233,4720
Sharon,Newburyport city,110793,4543
Sharon,Newton city,32375,1727
Sharon,North Adams city,242692,10230
Sharon,North Amherst,162504,6829
Sharon,North Brookfield,106899,4886
Sharon,North Eastham,156045,6348
Sharon,North Falmouth,97552,3806
Sharon,North Lakeville,50791,2086
Sharon,North Pembroke,52225,2422
Sharon,North Plymouth,66705,3032
Sharon,North Scituate,54624,2870
Sharon,North Seekonk,34173,1675
Sharon,North Westport,73868,2877
Sharon,Northampton city,176762,6817
Sharon,Northborough,66170,2763
Sharon,Northfield,166113,7046
Sharon,Northwest Harwich,132923,5249
Sharon,Norton Center,23476,1203
Sharon,Norwood,11125,729
Sharon,Ocean Bluff-Brant Rock,59500,2889
Sharon,Ocean Grove,67341,2820
Sharon,Onset,74396,2829
Sharon,Orange,142890,6274
Sharon,Orleans,146981,5834
Sharon,Oxford,91524,3532
Sharon,Palmer Town city,128816,4775
Sharon,Peabody city,76382,3366
Sharon,Pepperell,96046,4606
Sharon,Petersham,132552,6014
Sharon,Pinehurst,59468,2909
Sharon,Pittsfield city,228447,8792
Sharon,Plymouth,70594,3186
Sharon,Pocasset,94639,3690
Sharon,Popponesset,113584,4827
Sharon,Popponesset Island,112944,4742
Sharon,Provincetown,190469,8180
Sharon,Quincy city,28142,1542
Sharon,Randolph,21861,1223
Sharon,Raynham Center,37679,1778
Sharon,Reading,67632,3084
Sharon,Revere city,49575,2749
Sharon,Rockport,111504,5039
Sharon,Rowley,103865,4540
Sharon,Russell,177601,6797
Sharon,Rutland,106625,4643
Sharon,Sagamore,90606,3430
Sharon,Salem city,67874,4368
Sharon,Salisbury,117186,5006
Sharon,Sandwich,94292,3684
Sharon,Saugus,56912,3226
Sharon,Scituate,53677,2792
Sharon,Seabrook,110460,4514
Sharon,Seconsett Island,111003,4623
Sharon,Shelburne Falls,220205,8101
Sharon,Shirley,84989,4017
Sharon,Siasconset,175902,13772
Sharon,Smith Mills,78284,3164
Sharon,Somerset,67525,2759
Sharon,Somerville city,45758,2668
Sharon,South Amherst,160877,6437
Sharon,South Ashburnham,113287,5036
Sharon,South Deerfield,193236,7146
Sharon,South Dennis,129132,4945
Sharon,South Duxbury,63893,2815
Sharon,South Lancaster,82548,3428
Sharon,South Yarmouth,124924,4825
Sharon,Southbridge Town city,105057,4480
Sharon,Southfield,40428,1960
Sharon,Spencer,97654,4278
Sharon,Springfield city,149310,5770
Sharon,Stoneham,64942,3005
Sharon,Sturbridge,105183,4083
Sharon,Swampscott,61243,3786
Sharon,Taunton city,36753,1983
Sharon,Teaticket,107852,4250
Sharon,The Pinehills,82620,3538
Sharon,Topsfield,89164,3869
Sharon,Townsend,97176,4937
Sharon,Turners Falls,168714,7130
Sharon,Upton,54752,2277
Sharon,Vineyard Haven,125352,7706
Sharon,Wakefield,65212,3120
Sharon,Walpole,8292,650
Sharon,Waltham city,42222,2078
Sharon,Ware,138748,5402
Sharon,Wareham Center,72769,2987
Sharon,Warren,119473,4962
Sharon,Watertown Town city,42849,2364
Sharon,Webster,99717,3711
Sharon,Wellesley,35008,1932
Sharon,West Brookfield,113782,5133
Sharon,West Chatham,143028,5779
Sharon,West Concord,57002,2858
Sharon,West Dennis,126903,5061
Sharon,West Falmouth,102087,3886
Sharon,West Springfield Town city,157722,5861
Sharon,West Wareham,66295,2578
Sharon,West Yarmouth,123765,4943
Sharon,Westborough,64494,2622
Sharon,Westfield city,164324,6129
Sharon,Weweantic,73710,3108
Sharon,Weymouth Town city,33253,1681
Sharon,White Island Shores,77807,3047
Sharon,Whitinsville,67459,2761
Sharon,Wilbraham,137429,5301
Sharon,Williamstown,276611,10437
Sharon,Wilmington,69608,3151
Sharon,Winchendon,124357,5529
Sharon,Winchester,54535,2866
Sharon,Winthrop Town city,49483,2778
Sharon,Woburn city,57506,2690
Sharon,Woods Hole,111999,4626
Sharon,Worcester city,88548,3565
Sharon,Yarmouth Port,124569,4817
Shelburne Falls,Abington,203817,9253
Shelburne Falls,Acushnet Center,265024,9713
Shelburne Falls,Adams,48437,2739
Shelburne Falls,Agawam Town city,85133,3458
Shelburne Falls,Amesbury Town city,188960,7761
Shelburne Falls,Amherst Center,44454,2345
Shelburne Falls,Andover,160002,6761
Shelburne Falls,Arlington,156529,7092
Shelburne Falls,Athol,60263,3058
Shelburne Falls,Attleboro city,209190,7901
Shelburne Falls,Ayer,118831,5435
Shelburne Falls,Baldwinville,74545,3612
Shelburne Falls,Barnstable Town city,302704,10897
Shelburne Falls,Barre,79175,3888
Shelburne Falls,Belchertown,63587,3433
Shelburne Falls,Bellingham,189632,7038
Shelburne Falls,Belmont,155131,6966
Shelburne Falls,Beverly city,197089,8448
Shelburne Falls,Blandford,69113,3838
Shelburne Falls,Bliss Corner,254194,9726
Shelburne Falls,Boston city,179100,8164
Shelburne Falls,Bourne,279869,9946
Shelburne Falls,Boxford,176095,7759
Shelburne Falls,Braintree Town city,192105,8481
Shelburne Falls,Brewster,332164,12133
Shelburne Falls,Bridgewater,237718,8706
Shelburne Falls,Brockton city,199021,9034
Shelburne Falls,Brookfield,93355,5126
Shelburne Falls,Brookline,169845,7798
Shelburne Falls,Burlington,159167,6968
Shelburne Falls,Buzzards Bay,276933,9797
Shelburne Falls,Cambridge city,160350,7403
Shelburne Falls,Chatham,336209,12556
Shelburne Falls,Chelsea city,190362,8238
Shelburne Falls,Cheshire,51359,2891
Shelburne Falls,Chester,67365,3593
Shelburne Falls,Chicopee city,77695,3353
Shelburne Falls,Clinton,118830,5294
Shelburne Falls,Cochituate,152961,7072
Shelburne Falls,Cordaville,143950,6510
Shelburne Falls,Danvers,179878,7984
Shelburne Falls,Dedham,170696,7544
Shelburne Falls,Deerfield,22532,1296
Shelburne Falls,Dennis,321844,11769
Shelburne Falls,Dennis Port,322694,11729
Shelburne Falls,Devens,114810,5113
Shelburne Falls,Dover,168288,7815
Shelburne Falls,Duxbury,226387,9867
Shelburne Falls,East Brookfield,98088,5376
Shelburne Falls,East Dennis,324072,11724
Shelburne Falls,East Douglas,164942,6200
Shelburne Falls,East Falmouth,300826,10966
Shelburne Falls,East Harwich,330844,11961
Shelburne Falls,East Pepperell,132482,6272
Shelburne Falls,East Sandwich,295732,10688
Shelburne Falls,Easthampton Town city,57055,2609
Shelburne Falls,Essex,207877,8774
Shelburne Falls,Everett city,189102,8167
Shelburne Falls,Fall River city,241370,9248
Shelburne Falls,Falmouth,299100,10772
Shelburne Falls,Fiskdale,125896,4955
Shelburne Falls,Fitchburg city,98316,4596
Shelburne Falls,Forestdale,295137,10649
Shelburne Falls,Foxborough,212301,7732
Shelburne Falls,Framingham,179642,6742
Shelburne Falls,Franklin Town city,191613,7136
Shelburne Falls,Gardner city,80904,3817
Shelburne Falls,Gloucester city,212623,8867
Shelburne Falls,Granby,62350,3051
Shelburne Falls,Great Barrington,97597,5366
Shelburne Falls,Green Harbor-Cedar Crest,226846,9892
Shelburne Falls,Greenfield Town city,20909,1229
Shelburne Falls,Groton,124665,5736
Shelburne Falls,Hanson,217489,9867
Shelburne Falls,Harwich Center,327019,11800
Shelburne Falls,Harwich Port,330263,12082
Shelburne Falls,Hatfield,41052,1984
Shelburne Falls,Haverhill city,172348,7231
Shelburne Falls,Hingham,204069,9315
Shelburne Falls,Holbrook,191315,8751
Shelburne Falls,Holland,120644,5140
Shelburne Falls,Holyoke city,64570,2845
Shelburne Falls,Hopedale,174092,7128
Shelburne Falls,Hopkinton,175769,6578
Shelburne Falls,Housatonic,95779,5169
Shelburne Falls,Hudson,126460,6005
Shelburne Falls,Hull,214607,10245
Shelburne Falls,Huntington,55956,3034
Shelburne Falls,Ipswich,189878,8726
Shelburne Falls,Kingston,227438,9800
Shelburne Falls,Lawrence city,161680,6807
Shelburne Falls,Lee,81622,4443
Shelburne Falls,Lenox,75849,4162
Shelburne Falls,Leominster city,102360,4639
Shelburne Falls,Lexington,148640,6759
Shelburne Falls,Littleton Common,127678,5569
Shelburne Falls,Longmeadow,83539,3492
Shelburne Falls,Lowell city,147517,6448
Shelburne Falls,Lunenburg,108701,4961
Shelburne Falls,Lynn city,186830,8200
Shelburne Falls,Lynnfield,177240,7597
Shelburne Falls,Madaket,364160,20125
Shelburne Falls,Malden city,183914,7920
Shelburne Falls,Mansfield Center,212701,7668
Shelburne Falls,Marblehead,197690,9255
Shelburne Falls,Marion Center,270771,9781
Shelburne Falls,Marlborough city,134475,6235
Shelburne Falls,Marshfield,220061,9722
Shelburne Falls,Marshfield Hills,218374,9750
Shelburne Falls,Mashpee Neck,301609,11039
Shelburne Falls,Mattapoisett Center,262657,9857
Shelburne Falls,Maynard,134893,6027
Shelburne Falls,Medfield,198074,7930
Shelburne Falls,Medford city,160543,7543
Shelburne Falls,Melrose city,182252,7776
Shelburne Falls,Methuen Town city,163395,6774
Shelburne Falls,Middleborough Center,239395,8605
Shelburne Falls,Milford,180917,6710
Shelburne Falls,Millers Falls,32605,1672
Shelburne Falls,Millis-Clicquot,194054,7496
Shelburne Falls,Milton,186234,8396
Shelburne Falls,Monomoscoy Island,306937,11480
Shelburne Falls,Monson Center,106231,4491
Shelburne Falls,Monument Beach,280064,9958
Shelburne Falls,Nahant,195434,9117
Shelburne Falls,Nantucket,357556,19809
Shelburne Falls,Needham,165081,7476
Shelburne Falls,New Bedford city,251698,9423
Shelburne Falls,New Seabury,304954,11326
Shelburne Falls,Newburyport city,194309,8098
Shelburne Falls,Newton city,162517,7325
Shelburne Falls,North Adams city,44844,2672
Shelburne Falls,North Amherst,41784,2068
Shelburne Falls,North Brookfield,98671,4975
Shelburne Falls,North Eastham,348374,12957
Shelburne Falls,North Falmouth,289273,10412
Shelburne Falls,North Lakeville,242511,8692
Shelburne Falls,North Pembroke,216720,9466
Shelburne Falls,North Plymouth,263048,9822
Shelburne Falls,North Scituate,219119,9914
Shelburne Falls,North Seekonk,214407,8185
Shelburne Falls,North Westport,239200,8987
Shelburne Falls,Northampton city,47747,2210
Shelburne Falls,Northborough,136478,6234
Shelburne Falls,Northfield,39071,1916
Shelburne Falls,Northwest Harwich,324644,11855
Shelburne Falls,Norton Center,215197,7809
Shelburne Falls,Norwood,177404,7858
Shelburne Falls,Ocean Bluff-Brant Rock,223995,9933
Shelburne Falls,Ocean Grove,227945,8605
